Dataset	Operation	OriginalTextFrench	Details	EntityType	POSTag	SemanticallyEquivalent	OriginalTextGerman	AdversarialText	AdversarialExample	RowIndex
wmt19	Swap	"En République fédérale d’Allemagne, on votera le dimanche 26 mai."	Swap: 'gewählt' with 'verreist'		VERB	0	"In der BRD wird am Sonntag, den 26. Mai gewählt."	"In der BRD wird am Sonntag, den 26. Mai verreist."	de_adv1	680
wmt19	Swap	"En République fédérale d’Allemagne, on votera le dimanche 26 mai."	Swap: 'gewählt' with 'gefeiert'		VERB	0	"In der BRD wird am Sonntag, den 26. Mai gewählt."	"In der BRD wird am Sonntag, den 26. Mai gefeiert."	de_adv2	680
wmt19	Swap	"En République fédérale d’Allemagne, on votera le dimanche 26 mai."	Swap: 'gewählt' with 'gearbeitet'		VERB	0	"In der BRD wird am Sonntag, den 26. Mai gewählt."	"In der BRD wird am Sonntag, den 26. Mai gearbeitet."	de_adv3	680
wmt19	Swap	"En République fédérale d’Allemagne, on votera le dimanche 26 mai."	Swap: 'gewählt' with 'gelernt'		VERB	0	"In der BRD wird am Sonntag, den 26. Mai gewählt."	"In der BRD wird am Sonntag, den 26. Mai gelernt."	de_adv4	680
wmt19	Swap	"Avec le montant, la faim dans le monde entier pourrait être réduite de moitié."	Swap: 'Hunger' with 'Durst'		NOUN	0	Mit dem Betrag könnte der weltweite Hunger halbiert werden.	Mit dem Betrag könnte der weltweite Durst halbiert werden.	de_adv1	687
wmt19	Swap	"Avec le montant, la faim dans le monde entier pourrait être réduite de moitié."	Swap: 'Hunger' with 'Konflikt'		NOUN	0	Mit dem Betrag könnte der weltweite Hunger halbiert werden.	Mit dem Betrag könnte der weltweite Konflikt halbiert werden.	de_adv2	687
wmt19	Swap	"Avec le montant, la faim dans le monde entier pourrait être réduite de moitié."	Swap: 'Hunger' with 'Stromverbrauch'		NOUN	0	Mit dem Betrag könnte der weltweite Hunger halbiert werden.	Mit dem Betrag könnte der weltweite Stromverbrauch halbiert werden.	de_adv3	687
wmt19	Swap	"En outre, le FDP revendique la mise en place d’une armée européenne agissant sous commandement unifié."	Swap: 'gemeinsamem' with 'getrenntem'		ADJ	0	Außerdem verlangt die FDP den Aufbau einer europäischen Armee unter gemeinsamem Oberbefehl.	Außerdem verlangt die FDP den Aufbau einer europäischen Armee unter getrenntem Oberbefehl.	de_adv4	691
wmt19	Swap	La Commission européenne veut protéger les élections européennes des attaques sur Internet.	Swap: 'Angriffen' with 'Beeinflussungen'		NOUN	0	Die EU-Kommission will die Europawahlen vor Angriffen aus dem Netz schützen.	Die EU-Kommission will die Europawahlen vor Beeinflussungen aus dem Netz schützen.	de_adv2	711
wmt19	Swap	La Commission européenne veut protéger les élections européennes des attaques sur Internet.	Swap: 'Angriffen' with 'Störungen'		NOUN	0	Die EU-Kommission will die Europawahlen vor Angriffen aus dem Netz schützen.	Die EU-Kommission will die Europawahlen vor Störungen aus dem Netz schützen.	de_adv3	711
wmt19	Swap	La Commission européenne veut protéger les élections européennes des attaques sur Internet.	Swap: 'Angriffen' with 'Eingriffen'		NOUN	0	Die EU-Kommission will die Europawahlen vor Angriffen aus dem Netz schützen.	Die EU-Kommission will die Europawahlen vor Eingriffen aus dem Netz schützen.	de_adv4	711
wmt19	Swap	"Bien qu’il soit pourtant assez nerveux, il ne le montre pas."	Swap: 'nervös' with 'mutig'		ADJ	0	"Doch dass er ziemlich nervös ist, lässt er sich nicht anmerken."	"Doch dass er ziemlich mutig ist, lässt er sich nicht anmerken."	de_adv1	718
wmt19	Swap	"Bien qu’il soit pourtant assez nerveux, il ne le montre pas."	Swap: 'nervös' with 'müde'		ADJ	0	"Doch dass er ziemlich nervös ist, lässt er sich nicht anmerken."	"Doch dass er ziemlich müde ist, lässt er sich nicht anmerken."	de_adv2	718
wmt19	Swap	"Bien qu’il soit pourtant assez nerveux, il ne le montre pas."	Swap: 'nervös' with 'verärgert'		ADJ	0	"Doch dass er ziemlich nervös ist, lässt er sich nicht anmerken."	"Doch dass er ziemlich verärgert ist, lässt er sich nicht anmerken."	de_adv3	718
wmt19	Swap	"Bien qu’il soit pourtant assez nerveux, il ne le montre pas."	Swap: 'nervös' with 'glücklich'		ADJ	0	"Doch dass er ziemlich nervös ist, lässt er sich nicht anmerken."	"Doch dass er ziemlich glücklich ist, lässt er sich nicht anmerken."	de_adv4	718
wmt19	Swap	La politique européenne était au centre des délibérations du comité directeur du SPD lundi.	Swap: 'Europapolitik' with 'Innenpolitik'		NOUN	0	Die Europapolitik stand im Mittelpunkt der Beratungen des SPD-Vorstands am Montag.	Die Innenpolitik stand im Mittelpunkt der Beratungen des SPD-Vorstands am Montag.	de_adv3	719
wmt19	Swap	Et Lindner y fait référence avec sa menace des gilets jaunes.	Swap: 'bezieht' with 'bezog'		VERB	0	Und auf den bezieht sich Lindner mit seiner Gelbwesten-Warnung.	Und auf den bezog sich Lindner mit seiner Gelbwesten-Warnung.	de_adv1	721
wmt19	Swap	Et Lindner y fait référence avec sa menace des gilets jaunes.	Swap: 'bezieht' with 'beruft'		VERB	0	Und auf den bezieht sich Lindner mit seiner Gelbwesten-Warnung.	Und auf den beruft sich Lindner mit seiner Gelbwesten-Warnung.	de_adv4	721
wmt19	Swap	"Matthijs Rooduijn, sociologue à l’université d’Amsterdam, a dirigé le projet."	"Swap: 'Amsterdam,' with 'Utrecht,'"	LOC	PROPN	0	"Matthijs Rooduijn, Soziologe an der Universität von Amsterdam, leitete das Projekt."	"Matthijs Rooduijn, Soziologe an der Universität von Utrecht, leitete das Projekt."	de_adv2	730
wmt19	Swap	"Matthijs Rooduijn, sociologue à l’université d’Amsterdam, a dirigé le projet."	Swap: 'leitete' with 'unterstützte'		VERB	0	"Matthijs Rooduijn, Soziologe an der Universität von Amsterdam, leitete das Projekt."	"Matthijs Rooduijn, Soziologe an der Universität von Amsterdam, unterstützte das Projekt."	de_adv4	730
wmt19	Swap	"Depuis les élections parlementaires en 2018, son parti, La Ligue, gouverne avec le Mouvement 5 étoiles."	Swap: 'regiert' with 'kooperiert'		VERB	0	Seit der Parlamentswahl 2018 regiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	Seit der Parlamentswahl 2018 kooperiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	de_adv1	764
wmt19	Swap	"Depuis les élections parlementaires en 2018, son parti, La Ligue, gouverne avec le Mouvement 5 étoiles."	Swap: 'regiert' with 'konkurriert'		VERB	0	Seit der Parlamentswahl 2018 regiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	Seit der Parlamentswahl 2018 konkurriert seine Partei Lega mit der Fünf-Sterne-Bewegung.	de_adv2	764
wmt19	Swap	"Depuis les élections parlementaires en 2018, son parti, La Ligue, gouverne avec le Mouvement 5 étoiles."	Swap: 'regiert' with 'korrespondiert'		VERB	0	Seit der Parlamentswahl 2018 regiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	Seit der Parlamentswahl 2018 korrespondiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	de_adv3	764
wmt19	Swap	"Depuis les élections parlementaires en 2018, son parti, La Ligue, gouverne avec le Mouvement 5 étoiles."	Swap: 'regiert' with 'kollidiert'		VERB	0	Seit der Parlamentswahl 2018 regiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	Seit der Parlamentswahl 2018 kollidiert seine Partei Lega mit der Fünf-Sterne-Bewegung.	de_adv4	764
wmt19	Swap	Jamais auparavant le natif de Leipzig ne s’était exprimé librement devant autant de gens.	Swap: 'gesprochen' with 'gesungen'		VERB	0	Noch nie hat der Leipziger vor so vielen Menschen frei gesprochen.	Noch nie hat der Leipziger vor so vielen Menschen frei gesungen.	de_adv4	770
wmt19	Swap	"Après des cas de malfaçon dans la construction et des problèmes dans le système de ventilation, le déménagement, initialement prévu pour 2013, a été retardé à plusieurs reprises."	Swap: 'Nach' with 'Trotz'		ADP	0	Nach Pfusch am Bau und Problemen mit dem Lüftungssystem hatte sich der ursprünglich für 2013 geplante Umzug mehrmals verzögert.	Trotz Pfusch am Bau und Problemen mit dem Lüftungssystem hatte sich der ursprünglich für 2013 geplante Umzug mehrmals verzögert.	de_adv1	775
wmt19	Swap	Le Parlement européen continue d’avoir le droit de déposer une motion de censure à l’encontre de la Commission.	Swap: 'Misstrauensantrag' with 'Untersuchungsantrag'		NOUN	0	"Das Europäische Parlament hat weiterhin das Recht, einen Misstrauensantrag gegen die Kommission zu stellen."	"Das Europäische Parlament hat weiterhin das Recht, einen Untersuchungsantrag gegen die Kommission zu stellen."	de_adv1	777
wmt19	Swap	Le Parlement européen continue d’avoir le droit de déposer une motion de censure à l’encontre de la Commission.	Swap: 'weiterhin' with 'gelegentlich'		ADV	0	"Das Europäische Parlament hat weiterhin das Recht, einen Misstrauensantrag gegen die Kommission zu stellen."	"Das Europäische Parlament hat gelegentlich das Recht, einen Misstrauensantrag gegen die Kommission zu stellen."	de_adv4	777
wmt19	Swap	Le Parlement n’est en aucun cas totalement ignoré lorsqu’il s’agit d’être à l’initiative de lois.	Swap: 'Initiierung' with 'Ablehnung'		NOUN	0	Denn das Parlament ist keineswegs völlig außen vor bei der Initiierung von Gesetzen.	Denn das Parlament ist keineswegs völlig außen vor bei der Ablehnung von Gesetzen.	de_adv4	783
wmt19	Swap	"Si une telle motion de censure est adoptée par le Parlement, les membres de la Commission doivent démissionner collectivement."	Swap: 'muss' with 'kann'		AUX	0	"Wird ein solcher Antrag vom Parlament angenommen, dann muss die EU-Kommission geschlossen zurücktreten."	"Wird ein solcher Antrag vom Parlament angenommen, dann kann die EU-Kommission geschlossen zurücktreten."	de_adv4	786
wmt19	Swap	Et le Parlement y parvient dans bon nombre de cas.	Swap: 'erfolgreich' with 'gescheitert'		ADJ	0	Und in vielen Fällen ist das Parlament damit erfolgreich.	Und in vielen Fällen ist das Parlament damit gescheitert.	de_adv1	799
wmt19	Swap	Et le Parlement y parvient dans bon nombre de cas.	Swap: 'erfolgreich' with 'unabhängig'		ADJ	0	Und in vielen Fällen ist das Parlament damit erfolgreich.	Und in vielen Fällen ist das Parlament damit unabhängig.	de_adv2	799
wmt19	Swap	Et le Parlement y parvient dans bon nombre de cas.	Swap: 'erfolgreich' with 'zufrieden'		ADJ	0	Und in vielen Fällen ist das Parlament damit erfolgreich.	Und in vielen Fällen ist das Parlament damit zufrieden.	de_adv3	799
wmt19	Swap	Et le Parlement y parvient dans bon nombre de cas.	Swap: 'erfolgreich' with 'beschäftigt'		ADJ	0	Und in vielen Fällen ist das Parlament damit erfolgreich.	Und in vielen Fällen ist das Parlament damit beschäftigt.	de_adv4	799
wmt19	Swap	Chaque volontaire contribue ainsi à faire progresser la question des élections européennes dans la conscience publique.	Swap: 'Europawahl' with 'Umweltschutz'		NOUN	0	Damit trägt jeder Freiwillige das Thema Europawahl etwas weiter ins öffentliche Bewusstsein.	Damit trägt jeder Freiwillige das Thema Umweltschutz etwas weiter ins öffentliche Bewusstsein.	de_adv1	815
wmt19	Swap	"Nous le constatons dans tous les pays, y compris en Allemagne."	"Swap: 'Ländern,' with 'Kulturen,'"		NOUN	0	"Das sehen wir in allen Ländern, auch in Deutschland."	"Das sehen wir in allen Kulturen, auch in Deutschland."	de_adv2	828
wmt19	Swap	"Nous le constatons dans tous les pays, y compris en Allemagne."	Swap: 'sehen' with 'essen'		VERB	0	"Das sehen wir in allen Ländern, auch in Deutschland."	"Das essen wir in allen Ländern, auch in Deutschland."	de_adv3	828
wmt19	Swap	"Nous le constatons dans tous les pays, y compris en Allemagne."	Swap: 'sehen' with 'lesen'		VERB	0	"Das sehen wir in allen Ländern, auch in Deutschland."	"Das lesen wir in allen Ländern, auch in Deutschland."	de_adv4	828
wmt19	Swap	"Les 23 et 24 février 2019, le programme final sera alors adopté."	Swap: 'verabschiedet' with 'weitergeleitet'		VERB	0	Vom 23. und 24. Februar 2019 soll das endgültige Programm dann verabschiedet werden.	Vom 23. und 24. Februar 2019 soll das endgültige Programm dann weitergeleitet werden.	de_adv4	841
wmt19	Swap	Le parti est représenté par deux sièges au Bundesrat depuis 2016.	Swap: 'Sitzen' with 'Sitzungen'		NOUN	0	Die Partei ist seit 2016 mit zwei Sitzen im Bundesrat vertreten.	Die Partei ist seit 2016 mit zwei Sitzungen im Bundesrat vertreten.	de_adv1	851
wmt19	Swap	Le parti est représenté par deux sièges au Bundesrat depuis 2016.	Swap: 'Sitzen' with 'Sätzen'		NOUN	0	Die Partei ist seit 2016 mit zwei Sitzen im Bundesrat vertreten.	Die Partei ist seit 2016 mit zwei Sätzen im Bundesrat vertreten.	de_adv2	851
wmt19	Swap	Le parti est représenté par deux sièges au Bundesrat depuis 2016.	Swap: 'Sitzen' with 'Säulen'		NOUN	0	Die Partei ist seit 2016 mit zwei Sitzen im Bundesrat vertreten.	Die Partei ist seit 2016 mit zwei Säulen im Bundesrat vertreten.	de_adv3	851
wmt19	Swap	Le parti est représenté par deux sièges au Bundesrat depuis 2016.	Swap: 'Sitzen' with 'Suiten'		NOUN	0	Die Partei ist seit 2016 mit zwei Sitzen im Bundesrat vertreten.	Die Partei ist seit 2016 mit zwei Suiten im Bundesrat vertreten.	de_adv4	851
wmt19	Swap	Le Parlement européen se prononce cependant sur la proposition du Conseil.	Swap: 'entscheidet' with 'diskutiert'		VERB	0	Doch das Europäische Parlament entscheidet über den Vorschlag des Rates.	Doch das Europäische Parlament diskutiert über den Vorschlag des Rates.	de_adv1	864
wmt19	Swap	"Dans de tels cas, l'État membre concerné doit [...] un autre candidat ou"	Swap: 'Kandidaten' with 'Vertreter'		NOUN	0	In solchen Fällen muss das betroffene Mitgliedsland einen anderen Kandidaten bzw.	In solchen Fällen muss das betroffene Mitgliedsland einen anderen Vertreter bzw.	de_adv3	873
wmt19	Swap	"Ces chiffres en rendent nerveux plus d’un au Parlement européen – des fonctionnaires comme Duch, des députés et également des collaborateurs."	Swap: 'nervös' with 'gelassen'		ADJ	0	"Diese Zahlen machen viele im Europaparlament nervös - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	"Diese Zahlen machen viele im Europaparlament gelassen - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	de_adv1	885
wmt19	Swap	"Ces chiffres en rendent nerveux plus d’un au Parlement européen – des fonctionnaires comme Duch, des députés et également des collaborateurs."	Swap: 'nervös' with 'glücklich'		ADJ	0	"Diese Zahlen machen viele im Europaparlament nervös - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	"Diese Zahlen machen viele im Europaparlament glücklich - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	de_adv2	885
wmt19	Swap	"Ces chiffres en rendent nerveux plus d’un au Parlement européen – des fonctionnaires comme Duch, des députés et également des collaborateurs."	Swap: 'nervös' with 'traurig'		ADJ	0	"Diese Zahlen machen viele im Europaparlament nervös - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	"Diese Zahlen machen viele im Europaparlament traurig - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	de_adv3	885
wmt19	Swap	"Ces chiffres en rendent nerveux plus d’un au Parlement européen – des fonctionnaires comme Duch, des députés et également des collaborateurs."	Swap: 'nervös' with 'ängstlich'		ADJ	0	"Diese Zahlen machen viele im Europaparlament nervös - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	"Diese Zahlen machen viele im Europaparlament ängstlich - Verwaltungsbeamte wie Duch, Abgeordnete und Mitarbeiter gleichermaßen."	de_adv4	885
wmt19	Swap	Ils veulent questionner les citoyens dans la ville sur les valeurs de l’Union européenne.	Swap: 'provokante' with 'beunruhigende'		ADJ	0	Sie wollen Bürgern in der Stadt provokante Fragen zu den Werten der EU stellen.	Sie wollen Bürgern in der Stadt beunruhigende Fragen zu den Werten der EU stellen.	de_adv1	900
wmt19	Swap	Ils veulent questionner les citoyens dans la ville sur les valeurs de l’Union européenne.	Swap: 'Werten' with 'Rechten'		NOUN	0	Sie wollen Bürgern in der Stadt provokante Fragen zu den Werten der EU stellen.	Sie wollen Bürgern in der Stadt provokante Fragen zu den Rechten der EU stellen.	de_adv2	900
wmt19	Swap	Ils veulent questionner les citoyens dans la ville sur les valeurs de l’Union européenne.	Swap: 'Werten' with 'Zielen'		NOUN	0	Sie wollen Bürgern in der Stadt provokante Fragen zu den Werten der EU stellen.	Sie wollen Bürgern in der Stadt provokante Fragen zu den Zielen der EU stellen.	de_adv4	900
wmt19	Swap	"Traditionnellement, les élections européennes connaissent un faible taux de participation, en particulier parmi les jeunes électeurs."	Swap: 'geringe' with 'hohe'		ADJ	0	"Die Europawahl hat traditionell eine geringe Wahlbeteiligung, besonders unter jungen Wählern."	"Die Europawahl hat traditionell eine hohe Wahlbeteiligung, besonders unter jungen Wählern."	de_adv1	902
wmt19	Swap	"Traditionnellement, les élections européennes connaissent un faible taux de participation, en particulier parmi les jeunes électeurs."	Swap: 'Europawahl' with 'Landtagswahl'		NOUN	0	"Die Europawahl hat traditionell eine geringe Wahlbeteiligung, besonders unter jungen Wählern."	"Die Landtagswahl hat traditionell eine geringe Wahlbeteiligung, besonders unter jungen Wählern."	de_adv3	902
